event-id,visible,timestamp,location-long,location-lat,acceleration-raw-x,acceleration-raw-y,acceleration-raw-z,bar:barometric-pressure,data-decoding-software,external-temperature,gps:horizontal-accuracy-estimate,gps:speed-accuracy-estimate,gps-time-to-fix,ground-speed,heading,height-above-ellipsoid,icarus:barometric-pressure-raw,icarus:battery-voltage-raw,icarus:ecef-vx,icarus:ecef-vy,icarus:ecef-vz,icarus:ecef-x,icarus:ecef-y,icarus:ecef-z,icarus:internal-reference-raw,icarus:relative-humidity,icarus:relative-humidity-raw,icarus:reset-counter,icarus:resistance-raw,icarus:solar-cell-current,icarus:solar-cell-current-raw,icarus:solar-cell-voltage-raw,icarus:temperature0-raw,icarus:temperature1-raw,icarus:temperature2-raw,icarus:timestamp-accuracy,icarus:timestamp-source,icarus:uplink-counter,import-marked-outlier,location-error-text,mag:magnetic-field-raw-x,mag:magnetic-field-raw-y,mag:magnetic-field-raw-z,magnetic-field-x,magnetic-field-y,magnetic-field-z,mortality-status,tag-voltage,transmission-protocol,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
19084827262,true,2021-06-19 05:00:00.000,-14.2957895,-7.9495973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OK","group-3-uplink",,false,">10m",,,,,,,"",,"space","gps","Fregata aquila","59DDBF","AsFr59DDBF","ICARUS Ascension Island Government"
19084827263,true,2021-06-19 05:01:00.000,-14.2957882,-7.9496281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OK","common-uplink-header",,false,">10m",,,,,,,"dead",3900.0,"space","gps","Fregata aquila","59DDBF","AsFr59DDBF","ICARUS Ascension Island Government"
19119162165,true,2021-06-19 13:01:00.000,-14.2957895,-7.9498978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OK","group-3-uplink",,false,">10m",,,,,,,"",,"space","gps","Fregata aquila","59DDBF","AsFr59DDBF","ICARUS Ascension Island Government"
19119162166,true,2021-06-20 01:01:00.000,-14.2960041,-7.9497261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OK","group-3-uplink",,false,">10m",,,,,,,"",,"space","gps","Fregata aquila","59DDBF","AsFr59DDBF","ICARUS Ascension Island Government"
19119162167,true,2021-06-20 13:01:00.000,-14.2958324,-7.9498548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OK","group-3-uplink",,false,">10m",,,,,,,"",,"space","gps","Fregata aquila","59DDBF","AsFr59DDBF","ICARUS Ascension Island Government"
19119162168,true,2021-06-21 01:03:00.000,-14.2957466,-7.9498548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OK","group-3-uplink",,false,">10m",,,,,,,"",,"space","gps","Fregata aquila","59DDBF","AsFr59DDBF","ICARUS Ascension Island Government"
19119162169,true,2021-06-21 13:01:00.000,-14.2958324,-7.9498548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OK","group-3-uplink",,false,">10m",,,,,,,"",,"space","gps","Fregata aquila","59DDBF","AsFr59DDBF","ICARUS Ascension Island Government"
19119162170,true,2021-06-21 16:42:00.000,-14.2954891,-7.9494686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OK","group-3-uplink",,false,">10m",,,,,,,"",,"space","gps","Fregata aquila","59DDBF","AsFr59DDBF","ICARUS Ascension Island Government"
19119162171,true,2021-06-21 16:43:00.000,-14.2954986,-7.9494886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OK","common-uplink-header",,false,">10m",,,,,,,"dead",3900.0,"space","gps","Fregata aquila","59DDBF","AsFr59DDBF","ICARUS Ascension Island Government"
19084827516,true,2021-06-18 13:00:00.000,-14.4004171,-7.9790802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OK","group-3-uplink",,false,"<=10m",,,,,,,"",,"space","gps","Onychoprion fuscatus","5615BF","SoTern5615BF","ICARUS Ascension Island Government"
